Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Close_standardized,Close_log,Day_of_Week,Month,Quarter,Year,Close_Lagged_1,Close_Lagged_2,Close_Lagged_3,Close_Lagged_4,Close_Lagged_5,SMA_30,SMA_60,RSI,MACD,Signal_Line
2018-03-23,1333.2895207256902,1344.8329706915956,1330.1067883915464,1337.921142578125,193700.0,0.0,0.0,-1.7833361821841696,7.1996194511848,4,3,1,2018,1344.334228515625,1356.0439453125,1358.205322265625,1343.811767578125,1424.2903076171874,1409.8541186523437,1398.2418298339844,29.653792691776403,-19.784767215118336,-9.6193263748794
2018-03-26,1338.0399952803302,1340.9852087501931,1321.698728561266,1336.30615234375,296360.0,0.0,0.0,-1.7856264373007154,7.198412535439282,0,3,1,2018,1337.921142578125,1344.334228515625,1356.0439453125,1358.205322265625,1343.811767578125,1407.4021329752604,1399.595516357422,31.96273777258766,-21.512442594015738,-11.997949618706667
2018-03-27,1339.6552242230275,1362.884544945808,1339.6552242230275,1349.9873046875,75910.0,0.0,0.0,-1.7662248777812917,7.208590940941583,1,3,1,2018,1336.30615234375,1337.921142578125,1344.334228515625,1356.0439453125,1358.205322265625,1405.4061857096353,1401.3419091796875,35.899820705689336,-21.52950439799224,-13.904260574563782
2018-03-28,1348.6333289005927,1365.2596644101102,1343.1941651934158,1353.5262451171875,164114.0,0.0,0.0,-1.7612062242602202,7.211207037577513,2,3,1,2018,1349.9873046875,1336.30615234375,1337.921142578125,1344.334228515625,1356.0439453125,1404.437899576823,1403.1358585611981,38.18743410029415,-21.015212792494594,-15.326451018149946
2018-03-29,1348.6333289005927,1365.2596644101102,1343.1941651934158,1353.5262451171875,164114.0,0.0,0.0,-1.7612062242602202,7.211207037577513,3,3,1,2018,1353.5262451171875,1349.9873046875,1336.30615234375,1337.921142578125,1344.334228515625,1403.227344563802,1404.814764811198,34.85023020163368,-20.37278816946946,-16.33571844841385
2018-03-30,1348.6333289005927,1365.2596644101102,1343.1941651934158,1353.5262451171875,164114.0,0.0,0.0,-1.7612062242602202,7.211207037577513,4,3,1,2018,1353.5262451171875,1353.5262451171875,1349.9873046875,1336.30615234375,1337.921142578125,1401.8354866536458,1406.220634358724,32.94686657567935,-19.63729550847279,-16.99603386042564
2018-04-02,1351.4836171198017,1382.3610987060183,1351.4836171198017,1378.98828125,101468.0,0.0,0.0,-1.7250979201419523,7.229830286267369,0,4,2,2018,1353.5262451171875,1353.5262451171875,1353.5262451171875,1349.9873046875,1336.30615234375,1401.4926684570312,1407.867275390625,51.07051375604648,-16.806108398710194,-16.958048768082552
2018-04-03,1377.6106406724616,1390.5078801076231,1374.2853736087695,1381.45849609375,68598.0,0.0,0.0,-1.7215948511670154,7.231618712037173,1,4,2,2018,1378.98828125,1353.5262451171875,1353.5262451171875,1353.5262451171875,1349.9873046875,1400.9075773111979,1409.549569091797,52.25904528455269,-14.199365081318092,-16.40631203072966
2018-04-04,1388.5364295715974,1393.4293454197732,1373.7864726992646,1380.9595947265625,75234.0,0.0,0.0,-1.722302354769534,7.231257767088752,2,4,2,2018,1381.45849609375,1378.98828125,1353.5262451171875,1353.5262451171875,1353.5262451171875,1398.7540657552083,1410.4462040201824,54.02309109390283,-12.035027091782922,-15.532055042940312
2018-04-05,1384.9975155473292,1407.0630146445578,1384.9975155473292,1404.759033203125,130186.0,0.0,0.0,-1.6885518189571886,7.248332673047539,3,4,2,2018,1380.9595947265625,1381.45849609375,1378.98828125,1353.5262451171875,1353.5262451171875,1397.4358365885416,1411.8868513997397,44.75591502547773,-8.30363867915321,-14.086371770182893
