Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Close_standardized,Close_log,Day_of_Week,Month,Quarter,Year,Close_Lagged_1,Close_Lagged_2,Close_Lagged_3,Close_Lagged_4,Close_Lagged_5,SMA_30,SMA_60,RSI,MACD,Signal_Line
2018-03-23,331.0,335.0,330.1000061035156,331.1000061035156,496525.0,0.0,0.0,0.183608324415978,5.805436146761248,4,3,1,2018,338.20001220703125,333.8999938964844,339.25,335.75,340.1000061035156,360.69933542887367,387.25770917256676,16.455696202531655,-12.465322588632091,-10.893956016310048
2018-03-26,330.0,333.70001220703125,324.5,332.04998779296875,629409.0,0.0,0.0,0.1900178316802225,5.808292592206939,0,3,1,2018,331.1000061035156,338.20001220703125,333.8999938964844,339.25,335.75,359.3526679484049,385.70187573750815,17.77406136873914,-12.597986537662962,-11.234762120580632
2018-03-27,333.8999938964844,335.70001220703125,330.0,331.04998779296875,432538.0,0.0,0.0,0.1832708518853443,5.805285523224092,1,3,1,2018,332.04998779296875,331.1000061035156,338.20001220703125,333.8999938964844,339.25,357.97266713460283,383.9052087656657,18.04382047896968,-12.638130810691052,-11.515435858602716
2018-03-28,331.25,333.75,326.1499938964844,327.45001220703125,494682.0,0.0,0.0,0.158981889344969,5.79438465650405,2,3,1,2018,331.04998779296875,332.04998779296875,331.1000061035156,338.20001220703125,333.8999938964844,356.3260006713867,382.1427087656657,17.411805485892927,-12.81273613332985,-11.774895913548143
2018-03-29,331.25,333.75,326.1499938964844,327.45001220703125,494682.0,0.0,0.0,0.158981889344969,5.79438465650405,3,3,1,2018,327.45001220703125,331.04998779296875,332.04998779296875,331.1000061035156,338.20001220703125,354.70266794840495,380.43854209899905,17.81031159930467,-12.803521088293792,-11.980620948497272
2018-03-30,331.25,333.75,326.1499938964844,327.45001220703125,494682.0,0.0,0.0,0.158981889344969,5.79438465650405,4,3,1,2018,327.45001220703125,327.45001220703125,331.04998779296875,332.04998779296875,331.1000061035156,353.26600209554033,378.7160425059001,23.185244160656822,-12.650392251433175,-12.114575209084453
2018-04-02,335.0,340.0,332.0,338.79998779296875,459555.0,0.0,0.0,0.2355599452956507,5.828357173313666,0,4,2,2018,327.45001220703125,327.45001220703125,327.45001220703125,331.04998779296875,332.04998779296875,352.3010016886393,377.1343754323324,36.63983444676683,-11.480844343887043,-11.987829036044973
2018-04-03,339.3500061035156,344.70001220703125,337.45001220703125,343.3500061035156,574172.0,0.0,0.0,0.2662588269032365,5.841658599715451,1,4,2,2018,338.79998779296875,327.45001220703125,327.45001220703125,327.45001220703125,331.04998779296875,351.44933542887367,375.5810424041748,41.014981547267226,-10.070731624097789,-11.604409553655536
2018-04-04,349.8500061035156,363.4500122070313,346.1000061035156,355.70001220703125,1476617.0,0.0,0.0,0.3495840685502794,5.876895126586968,2,4,2,2018,343.3500061035156,338.79998779296875,327.45001220703125,327.45001220703125,327.45001220703125,351.16100229899087,374.30104260762533,51.85706049112145,-7.865990611742006,-10.85672576527283
2018-04-05,364.7999877929688,372.3999938964844,360.3999938964844,341.00250244140625,2198237.0,0.0,0.0,0.2504202671265819,5.834818054115971,3,4,2,2018,355.70001220703125,343.3500061035156,338.79998779296875,327.45001220703125,327.45001220703125,350.57608612060545,372.74358411153156,50.61732363807004,-7.221439422547462,-10.129668496727758
2018-04-06,363.5,368.25,356.6000061035156,363.8500061035156,653999.0,0.0,0.0,0.4045719126982405,5.8994863269404645,4,4,2,2018,341.00250244140625,355.70001220703125,343.3500061035156,338.79998779296875,327.45001220703125,350.68941925048824,371.53858431498213,65.33926837110201,-4.811560683921357,-9.06604693416648
