Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-01-01 00:00:00+05:30,263.29998779296875,266.95001220703125,262.1000061035156,262.95001220703125,1019486,0.0,0.0
2018-01-02 00:00:00+05:30,264.20001220703125,264.20001220703125,260.54998779296875,260.95001220703125,321076,0.0,0.0
2018-01-03 00:00:00+05:30,261.0,262.70001220703125,260.6000061035156,261.0,288806,0.0,0.0
2018-01-04 00:00:00+05:30,262.0,262.6000061035156,260.20001220703125,260.6499938964844,811317,0.0,0.0
2018-01-05 00:00:00+05:30,261.0,263.5,261.0,262.8999938964844,1554173,0.0,0.0
2018-01-08 00:00:00+05:30,263.04998779296875,266.79998779296875,263.04998779296875,265.3500061035156,583349,0.0,0.0
2018-01-09 00:00:00+05:30,265.5,271.70001220703125,264.70001220703125,270.5,1031500,0.0,0.0
2018-01-10 00:00:00+05:30,273.0,273.79998779296875,268.8999938964844,269.29998779296875,734997,0.0,0.0
2018-01-11 00:00:00+05:30,269.8999938964844,270.95001220703125,268.29998779296875,269.8999938964844,723573,0.0,0.0
2018-01-12 00:00:00+05:30,270.0,271.3500061035156,266.25,267.5,1422678,0.0,0.0
2018-01-15 00:00:00+05:30,267.6000061035156,270.79998779296875,266.75,267.25,546713,0.0,0.0
2018-01-16 00:00:00+05:30,267.5,269.0,260.79998779296875,261.75,615290,0.0,0.0
2018-01-17 00:00:00+05:30,261.79998779296875,266.79998779296875,259.6000061035156,265.8999938964844,1579973,0.0,0.0
2018-01-18 00:00:00+05:30,267.79998779296875,275.0,266.70001220703125,272.8500061035156,1522876,0.0,0.0
2018-01-19 00:00:00+05:30,276.20001220703125,277.3999938964844,271.3999938964844,273.8500061035156,1581302,0.0,0.0
2018-01-22 00:00:00+05:30,275.0,275.0,271.8500061035156,273.3500061035156,407703,0.0,0.0
2018-01-23 00:00:00+05:30,273.3500061035156,277.0,273.3500061035156,276.29998779296875,786960,0.0,0.0
2018-01-24 00:00:00+05:30,277.0,282.0,276.1000061035156,281.5,1863598,0.0,0.0
2018-01-25 00:00:00+05:30,281.5,282.79998779296875,277.04998779296875,280.8500061035156,1437188,0.0,0.0
2018-01-29 00:00:00+05:30,281.0,283.1000061035156,275.04998779296875,275.6499938964844,1640849,0.0,0.0
2018-01-30 00:00:00+05:30,275.6499938964844,276.3500061035156,271.70001220703125,275.3999938964844,607002,0.0,0.0
2018-01-31 00:00:00+05:30,273.5,275.8500061035156,269.95001220703125,271.25,718297,0.0,0.0
2018-02-01 00:00:00+05:30,272.0,290.1499938964844,267.6499938964844,275.3500061035156,7487545,0.0,0.0
2018-02-02 00:00:00+05:30,275.75,285.3500061035156,271.0,275.29998779296875,1819141,0.0,0.0
2018-02-05 00:00:00+05:30,272.3999938964844,281.79998779296875,272.25,279.25,1032913,0.0,0.0
2018-02-07 00:00:00+05:30,276.3500061035156,278.04998779296875,273.8999938964844,274.75,649715,0.0,0.0
2018-02-08 00:00:00+05:30,276.0,276.8999938964844,272.70001220703125,273.6499938964844,910442,0.0,0.0
2018-02-09 00:00:00+05:30,271.0,272.5,268.0,271.29998779296875,1928440,0.0,0.0
2018-02-12 00:00:00+05:30,271.3999938964844,273.8500061035156,268.95001220703125,269.8500061035156,444804,0.0,0.0
2018-02-14 00:00:00+05:30,271.0,272.0,265.0,266.75,560290,0.0,0.0
2018-02-15 00:00:00+05:30,267.0,269.79998779296875,265.0,268.29998779296875,366011,0.0,0.0
2018-02-16 00:00:00+05:30,270.0,270.70001220703125,265.75,266.3500061035156,383880,0.0,0.0
2018-02-19 00:00:00+05:30,266.3999938964844,267.75,262.3500061035156,263.54998779296875,750978,0.0,0.0
2018-02-20 00:00:00+05:30,264.1499938964844,266.04998779296875,262.1000061035156,262.79998779296875,1163123,0.0,0.0
2018-02-21 00:00:00+05:30,263.29998779296875,268.8500061035156,263.29998779296875,268.04998779296875,588649,0.0,0.0
2018-02-22 00:00:00+05:30,268.8500061035156,268.95001220703125,265.3999938964844,267.1499938964844,498452,0.0,0.0
2018-02-23 00:00:00+05:30,267.20001220703125,270.0,266.1499938964844,269.04998779296875,429745,0.0,0.0
2018-02-26 00:00:00+05:30,269.0,269.3999938964844,266.04998779296875,266.54998779296875,360642,0.0,0.0
2018-02-27 00:00:00+05:30,269.0,269.0,265.5,266.20001220703125,412054,0.0,0.0
2018-02-28 00:00:00+05:30,265.0,267.0,263.1000061035156,265.1000061035156,419762,0.0,0.0
2018-03-01 00:00:00+05:30,264.54998779296875,265.95001220703125,262.95001220703125,263.6000061035156,432964,0.0,0.0
2018-03-07 00:00:00+05:30,256.0,260.3999938964844,253.39999389648438,259.20001220703125,654988,0.0,0.0
2018-03-08 00:00:00+05:30,260.0,262.0,258.0,258.5,722838,0.0,0.0
2018-03-09 00:00:00+05:30,259.70001220703125,261.0,258.29998779296875,259.3999938964844,423635,0.0,0.0
2018-03-12 00:00:00+05:30,263.0,271.0,262.8999938964844,270.0,1113106,0.0,0.0
2018-03-13 00:00:00+05:30,270.0,271.70001220703125,266.6499938964844,268.6499938964844,1988609,0.0,0.0
2018-03-14 00:00:00+05:30,267.54998779296875,269.0,265.3999938964844,267.8999938964844,504449,0.0,0.0
2018-03-15 00:00:00+05:30,267.8500061035156,269.75,265.1000061035156,265.54998779296875,1126171,0.0,0.0
2018-03-16 00:00:00+05:30,264.25,265.95001220703125,258.8500061035156,260.6499938964844,577103,0.0,0.0
2018-03-19 00:00:00+05:30,260.6499938964844,262.20001220703125,258.3999938964844,259.29998779296875,563518,0.0,0.0
2018-03-20 00:00:00+05:30,258.79998779296875,259.8500061035156,257.6000061035156,258.75,697884,0.0,0.0
2018-03-21 00:00:00+05:30,259.5,261.6000061035156,258.0,258.8999938964844,680975,0.0,0.0
2018-03-22 00:00:00+05:30,259.79998779296875,261.3500061035156,257.79998779296875,258.1000061035156,2140258,0.0,0.0
2018-03-23 00:00:00+05:30,256.45001220703125,258.6000061035156,255.0,256.29998779296875,518156,0.0,0.0
2018-03-26 00:00:00+05:30,251.3000030517578,265.75,251.3000030517578,257.95001220703125,1276612,0.0,0.0
2018-03-27 00:00:00+05:30,258.0,263.79998779296875,257.0,258.5,668402,0.0,0.0
2018-03-28 00:00:00+05:30,257.70001220703125,261.70001220703125,255.0500030517578,255.89999389648438,440639,0.0,0.0
2018-04-02 00:00:00+05:30,258.5,259.0,255.5,258.6499938964844,202382,0.0,0.0
2018-04-03 00:00:00+05:30,258.5,259.8999938964844,257.25,258.3999938964844,270046,0.0,0.0
2018-04-04 00:00:00+05:30,259.04998779296875,259.8999938964844,257.0,258.6499938964844,653946,0.0,0.0
2018-04-05 00:00:00+05:30,257.0,260.0,256.29998779296875,259.5,354224,0.0,0.0
2018-04-06 00:00:00+05:30,260.1000061035156,261.8999938964844,260.0,260.6000061035156,262915,0.0,0.0
2018-04-09 00:00:00+05:30,262.0,266.70001220703125,261.0,265.95001220703125,514674,0.0,0.0
2018-04-10 00:00:00+05:30,266.0,268.20001220703125,265.3999938964844,266.3500061035156,412011,0.0,0.0
2018-04-11 00:00:00+05:30,266.5,267.29998779296875,263.29998779296875,264.79998779296875,1220079,0.0,0.0
2018-04-12 00:00:00+05:30,264.1000061035156,264.95001220703125,261.0,262.0,233228,0.0,0.0
2018-04-13 00:00:00+05:30,262.20001220703125,263.25,260.0,260.79998779296875,225398,0.0,0.0
2018-04-16 00:00:00+05:30,261.45001220703125,264.8999938964844,260.75,264.5,302998,0.0,0.0
2018-04-17 00:00:00+05:30,265.0,268.1000061035156,262.95001220703125,267.75,530875,0.0,0.0
2018-04-18 00:00:00+05:30,268.8500061035156,278.5,268.29998779296875,275.29998779296875,1451015,0.0,0.0
2018-04-19 00:00:00+05:30,277.79998779296875,279.8999938964844,275.25,277.0,493474,0.0,0.0
2018-04-20 00:00:00+05:30,276.70001220703125,279.04998779296875,273.6499938964844,275.95001220703125,1211190,0.0,0.0
2018-04-23 00:00:00+05:30,276.25,277.1000061035156,274.54998779296875,275.1499938964844,346021,0.0,0.0
2018-04-24 00:00:00+05:30,276.5,278.79998779296875,275.0,275.6499938964844,386668,0.0,0.0
2018-04-25 00:00:00+05:30,275.1000061035156,276.29998779296875,272.8500061035156,273.8999938964844,1058199,0.0,0.0
2018-04-26 00:00:00+05:30,274.20001220703125,279.0,273.04998779296875,278.29998779296875,588618,0.0,0.0
2018-04-27 00:00:00+05:30,280.0,281.0,278.1499938964844,279.25,434905,0.0,0.0
2018-04-30 00:00:00+05:30,280.0,283.75,279.54998779296875,281.45001220703125,298989,0.0,0.0
2018-05-02 00:00:00+05:30,281.5,288.3999938964844,280.5,287.1499938964844,983065,0.0,0.0
2018-05-03 00:00:00+05:30,289.0,289.54998779296875,282.3500061035156,284.25,503549,0.0,0.0
2018-05-04 00:00:00+05:30,286.5,286.5,276.0,277.5,466287,0.0,0.0
2018-05-07 00:00:00+05:30,278.0,282.8500061035156,276.1000061035156,281.8999938964844,425126,0.0,0.0
2018-05-08 00:00:00+05:30,283.0,285.8500061035156,281.6000061035156,282.3500061035156,339418,0.0,0.0
2018-05-09 00:00:00+05:30,282.0,284.0,281.3999938964844,282.25,253276,0.0,0.0
2018-05-10 00:00:00+05:30,281.6000061035156,283.8500061035156,277.5,279.8500061035156,340694,0.0,0.0
2018-05-11 00:00:00+05:30,281.0,284.6499938964844,279.8500061035156,283.8999938964844,328366,0.0,0.0
2018-05-14 00:00:00+05:30,282.04998779296875,287.20001220703125,282.04998779296875,284.45001220703125,2418210,0.0,0.0
2018-05-15 00:00:00+05:30,284.45001220703125,286.0,281.1499938964844,281.79998779296875,389971,0.0,0.0
2018-05-16 00:00:00+05:30,281.79998779296875,288.6000061035156,279.6499938964844,285.95001220703125,952104,0.0,0.0
2018-05-17 00:00:00+05:30,288.0,288.8500061035156,278.5,279.0,592982,0.0,0.0
2018-05-18 00:00:00+05:30,279.6000061035156,285.3999938964844,276.1000061035156,282.1499938964844,709780,0.0,0.0
2018-05-21 00:00:00+05:30,284.0,284.0,278.70001220703125,282.1000061035156,277410,0.0,0.0
2018-05-22 00:00:00+05:30,281.5,282.79998779296875,278.3500061035156,278.79998779296875,182211,0.0,0.0
2018-05-23 00:00:00+05:30,279.0,280.0,272.79998779296875,273.45001220703125,322911,0.0,0.0
2018-05-24 00:00:00+05:30,274.1000061035156,276.79998779296875,271.75,274.79998779296875,301471,0.0,0.0
2018-05-25 00:00:00+05:30,273.3999938964844,274.25,268.70001220703125,271.95001220703125,718967,0.0,0.0
2018-05-28 00:00:00+05:30,274.3999938964844,277.3999938964844,272.0,275.1499938964844,375109,0.0,0.0
2018-05-29 00:00:00+05:30,274.8999938964844,277.70001220703125,272.54998779296875,273.45001220703125,358319,0.0,0.0
2018-05-30 00:00:00+05:30,272.5,273.6499938964844,270.8999938964844,271.79998779296875,279486,0.0,0.0
2018-05-31 00:00:00+05:30,271.79998779296875,272.5,270.04998779296875,271.6000061035156,266464,0.0,0.0
2018-06-01 00:00:00+05:30,271.6499938964844,272.0,269.1000061035156,269.75,313419,0.0,0.0
2018-06-04 00:00:00+05:30,270.0,272.20001220703125,267.5,268.3999938964844,4856409,0.0,0.0
2018-06-05 00:00:00+05:30,270.0,270.3500061035156,266.79998779296875,267.29998779296875,289868,0.0,0.0
2018-06-06 00:00:00+05:30,268.0,271.8999938964844,267.6000061035156,270.6000061035156,379360,0.0,0.0
