Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-01-01 00:00:00+05:30,3690.705210507724,3706.967231653174,3656.7697358511646,3669.91552734375,11023,0.0,0.0
2018-01-02 00:00:00+05:30,3681.3083798846287,3684.180931126336,3625.3657832246668,3649.12548828125,17222,0.0,0.0
2018-01-03 00:00:00+05:30,3644.7922639807434,3669.9641143576196,3638.0246635890003,3653.0205078125,25328,0.0,0.0
2018-01-04 00:00:00+05:30,3656.47747852529,3656.47747852529,3622.395797633576,3640.410400390625,14128,0.0,0.0
2018-01-05 00:00:00+05:30,3641.871039194974,3667.0913879285786,3628.3358381807116,3641.189453125,9242,0.0,0.0
2018-01-08 00:00:00+05:30,3642.4067348524754,3700.2968578847626,3642.4067348524754,3690.900146484375,9767,0.0,0.0
2018-01-09 00:00:00+05:30,3690.9000045527055,3703.1205311491462,3644.6947935345397,3653.41015625,11561,0.0,0.0
2018-01-10 00:00:00+05:30,3651.6086513778196,3654.77337887568,3620.691698129487,3634.275634765625,63380,0.0,0.0
2018-01-11 00:00:00+05:30,3675.9527841517556,3675.9527841517556,3603.456226458983,3608.76318359375,16010,0.0,0.0
2018-01-12 00:00:00+05:30,3624.878780953415,3629.4554160693915,3557.2023032776965,3589.093017578125,11046,0.0,0.0
2018-01-15 00:00:00+05:30,3598.051676381818,3602.920487851888,3516.3043793463276,3532.566162109375,141854,0.0,0.0
2018-01-16 00:00:00+05:30,3534.7571911750383,3569.179783984727,3492.4472662822036,3500.529541015625,10113,0.0,0.0
2018-01-17 00:00:00+05:30,3523.9970381456483,3523.9970381456483,3437.3809288592006,3472.485107421875,225307,0.0,0.0
2018-01-18 00:00:00+05:30,3481.2490458377597,3546.442385917676,3481.2490458377597,3497.948974609375,36171,0.0,0.0
2018-01-19 00:00:00+05:30,3497.9490172157693,3518.2033213595696,3461.773841513039,3496.537109375,9327,0.0,0.0
2018-01-22 00:00:00+05:30,3508.660405934661,3525.019660746995,3495.7093193026067,3508.27099609375,8191,0.0,0.0
2018-01-23 00:00:00+05:30,3491.035362197195,3537.191600723116,3491.035362197195,3528.038330078125,12389,0.0,0.0
2018-01-24 00:00:00+05:30,3511.3868897590905,3550.6782940604367,3505.5930515617447,3544.981689453125,11367,0.0,0.0
2018-01-25 00:00:00+05:30,3545.614394770732,3560.269564483095,3456.8560589428334,3475.94189453125,19265,0.0,0.0
